investor_id,gap_days,status
INV001031,167.0,At Risk
INV001032,,Active
INV001033,282.0,At Risk
INV001034,119.0,At Risk
INV001035,,Active
INV001036,123.0,At Risk
INV001037,86.0,At Risk
INV001038,250.0,At Risk
INV001039,187.0,At Risk
INV001040,163.0,At Risk
INV001041,159.0,At Risk
INV001042,105.0,At Risk
INV001043,235.0,At Risk
INV001044,155.0,At Risk
INV001045,191.0,At Risk
INV001046,257.0,At Risk
INV001047,142.0,At Risk
INV001048,75.0,At Risk
INV001049,177.0,At Risk
INV001050,156.0,At Risk
INV001051,127.0,At Risk
INV001052,218.0,At Risk
INV001053,116.0,At Risk
INV001054,183.0,At Risk
INV001055,166.0,At Risk
INV001056,299.0,At Risk
INV001057,120.0,At Risk
INV001058,114.0,At Risk
INV001059,197.0,At Risk
INV001060,89.0,At Risk
INV001061,104.0,At Risk
INV001062,146.0,At Risk
INV001063,68.0,At Risk
INV001064,133.0,At Risk
INV001065,173.0,At Risk
INV001066,321.0,At Risk
INV001067,112.0,At Risk
INV001068,261.0,At Risk
INV001069,98.0,At Risk
INV001070,304.0,At Risk
INV001071,325.0,At Risk
INV001072,128.0,At Risk
INV001073,14.0,Active
INV001074,119.0,At Risk
INV001075,105.0,At Risk
INV001076,209.0,At Risk
INV001077,149.0,At Risk
INV001078,,Active
INV001079,144.0,At Risk
INV001080,126.0,At Risk
INV001081,278.0,At Risk
INV001082,209.0,At Risk
INV001083,115.0,At Risk
INV001084,,Active
INV001085,155.0,At Risk
INV001086,112.0,At Risk
INV001087,175.0,At Risk
INV001088,229.0,At Risk
INV001089,11.0,Active
INV001090,,Active
INV001091,138.0,At Risk
INV001092,165.0,At Risk
INV001093,134.0,At Risk
INV001094,145.0,At Risk
INV001095,244.0,At Risk
INV001096,189.0,At Risk
INV001097,58.0,At Risk
INV001098,,Active
INV001099,107.0,At Risk
INV001100,,Active
INV001101,189.0,At Risk
INV001102,124.0,At Risk
INV001103,104.0,At Risk
INV001104,306.0,At Risk
INV001105,407.0,At Risk
INV001106,300.0,At Risk
INV001107,179.0,At Risk
INV001108,199.0,At Risk
INV001109,203.0,At Risk
INV001110,153.0,At Risk
INV001111,157.0,At Risk
INV001112,66.0,At Risk
INV001113,151.0,At Risk
INV001114,406.0,At Risk
INV001115,230.0,At Risk
INV001116,194.0,At Risk
INV001117,137.0,At Risk
INV001118,137.0,At Risk
INV001119,197.0,At Risk
INV001120,72.0,At Risk
INV001121,173.0,At Risk
INV001122,309.0,At Risk
INV001123,116.0,At Risk
INV001124,138.0,At Risk
INV001125,,Active
INV001126,135.0,At Risk
INV001127,259.0,At Risk
INV001128,103.0,At Risk
INV001129,,Active
INV001130,131.0,At Risk
INV001131,141.0,At Risk
INV001132,,Active
INV001133,78.0,At Risk
INV001134,404.0,At Risk
INV001135,,Active
INV001136,58.0,At Risk
INV001137,79.0,At Risk
INV001138,82.0,At Risk
INV001139,325.0,At Risk
INV001140,125.0,At Risk
INV001141,132.0,At Risk
INV001142,106.0,At Risk
INV001143,146.0,At Risk
INV001144,173.0,At Risk
INV001145,39.0,At Risk
INV001146,,Active
INV001147,82.0,At Risk
INV001148,151.0,At Risk
INV001149,276.0,At Risk
INV001150,228.0,At Risk
INV001151,302.0,At Risk
INV001152,122.0,At Risk
INV001153,,Active
INV001154,204.0,At Risk
INV001155,196.0,At Risk
INV001156,160.0,At Risk
INV001157,97.0,At Risk
INV001158,158.0,At Risk
INV001159,351.0,At Risk
INV001160,99.0,At Risk
INV001161,133.0,At Risk
INV001162,301.0,At Risk
INV001163,146.0,At Risk
INV001164,150.0,At Risk
INV001165,103.0,At Risk
INV001166,148.0,At Risk
INV001167,207.0,At Risk
INV001168,161.0,At Risk
INV001169,272.0,At Risk
INV001170,119.0,At Risk
INV001171,123.0,At Risk
INV001172,310.0,At Risk
INV001173,146.0,At Risk
INV001174,115.0,At Risk
INV001175,116.0,At Risk
INV001176,72.0,At Risk
INV001177,,Active
INV001178,83.0,At Risk
INV001179,207.0,At Risk
INV001180,112.0,At Risk
INV001181,118.0,At Risk
INV001182,153.0,At Risk
INV001183,145.0,At Risk
INV001184,,Active
INV001185,101.0,At Risk
INV001186,118.0,At Risk
INV001187,,Active
INV001188,49.0,At Risk
INV001189,71.0,At Risk
INV001190,198.0,At Risk
INV001191,127.0,At Risk
INV001192,143.0,At Risk
INV001193,100.0,At Risk
INV001194,159.0,At Risk
INV001195,154.0,At Risk
INV001196,169.0,At Risk
INV001197,140.0,At Risk
INV001198,123.0,At Risk
INV001199,278.0,At Risk
INV001200,354.0,At Risk
INV001201,,Active
INV001202,103.0,At Risk
INV001203,225.0,At Risk
INV001204,165.0,At Risk
INV001205,98.0,At Risk
INV001206,116.0,At Risk
INV001207,166.0,At Risk
INV001208,94.0,At Risk
INV001209,79.0,At Risk
INV001210,93.0,At Risk
INV001211,346.0,At Risk
INV001212,119.0,At Risk
INV001213,120.0,At Risk
INV001214,196.0,At Risk
INV001215,293.0,At Risk
INV001216,242.0,At Risk
INV001217,148.0,At Risk
INV001218,139.0,At Risk
INV001219,118.0,At Risk
INV001220,104.0,At Risk
INV001221,172.0,At Risk
INV001222,189.0,At Risk
INV001223,94.0,At Risk
INV001224,103.0,At Risk
INV001225,125.0,At Risk
INV001226,313.0,At Risk
INV001227,104.0,At Risk
INV001228,140.0,At Risk
INV001229,189.0,At Risk
INV001230,104.0,At Risk
INV001231,,Active
INV001232,184.0,At Risk
INV001233,135.0,At Risk
INV001234,119.0,At Risk
INV001235,100.0,At Risk
INV001236,153.0,At Risk
INV001237,182.0,At Risk
INV001238,150.0,At Risk
INV001239,,Active
INV001240,176.0,At Risk
INV001241,76.0,At Risk
INV001242,93.0,At Risk
INV001243,,Active
INV001244,77.0,At Risk
INV001245,224.0,At Risk
INV001246,184.0,At Risk
INV001247,139.0,At Risk
INV001248,,Active
INV001249,105.0,At Risk
INV001250,181.0,At Risk
INV001251,223.0,At Risk
INV001252,,Active
INV001253,,Active
INV001254,186.0,At Risk
INV001255,161.0,At Risk
INV001256,308.0,At Risk
INV001257,166.0,At Risk
INV001258,58.0,At Risk
INV001259,213.0,At Risk
INV001260,163.0,At Risk
INV001261,89.0,At Risk
INV001262,116.0,At Risk
INV001263,153.0,At Risk
INV001264,87.0,At Risk
INV001265,217.0,At Risk
INV001266,393.0,At Risk
INV001267,293.0,At Risk
INV001268,,Active
INV001269,107.0,At Risk
INV001270,18.0,Active
INV001271,140.0,At Risk
INV001272,148.0,At Risk
INV001273,308.0,At Risk
INV001274,141.0,At Risk
INV001275,99.0,At Risk
INV001276,226.0,At Risk
INV001277,420.0,At Risk
INV001278,,Active
INV001279,417.0,At Risk
INV001280,169.0,At Risk
INV001281,291.0,At Risk
INV001282,119.0,At Risk
INV001283,,Active
INV001284,124.0,At Risk
INV001285,2.0,Active
INV001286,26.0,Active
INV001287,116.0,At Risk
INV001288,148.0,At Risk
INV001289,221.0,At Risk
INV001290,294.0,At Risk
INV001291,181.0,At Risk
INV001292,116.0,At Risk
INV001293,,Active
INV001294,,Active
INV001295,165.0,At Risk
INV001296,349.0,At Risk
INV001297,247.0,At Risk
INV001298,113.0,At Risk
INV001299,101.0,At Risk
INV001300,127.0,At Risk
INV001301,232.0,At Risk
INV001302,,Active
INV001303,209.0,At Risk
INV001304,114.0,At Risk
INV001305,42.0,At Risk
INV001306,92.0,At Risk
INV001307,301.0,At Risk
INV001308,147.0,At Risk
INV001309,,Active
INV001310,180.0,At Risk
INV001311,192.0,At Risk
INV001312,108.0,At Risk
INV001313,163.0,At Risk
INV001314,130.0,At Risk
INV001315,124.0,At Risk
INV001316,166.0,At Risk
INV001317,96.0,At Risk
INV001318,150.0,At Risk
INV001319,76.0,At Risk
INV001320,163.0,At Risk
INV001321,129.0,At Risk
INV001322,136.0,At Risk
INV001323,,Active
INV001324,34.0,Active
INV001325,174.0,At Risk
INV001326,182.0,At Risk
INV001327,501.0,At Risk
INV001328,208.0,At Risk
INV001329,97.0,At Risk
INV001330,94.0,At Risk
INV001331,100.0,At Risk
INV001332,168.0,At Risk
INV001333,185.0,At Risk
INV001334,112.0,At Risk
INV001335,209.0,At Risk
INV001336,198.0,At Risk
INV001337,167.0,At Risk
INV001338,165.0,At Risk
INV001339,,Active
INV001340,287.0,At Risk
INV001341,202.0,At Risk
INV001342,255.0,At Risk
INV001343,88.0,At Risk
INV001344,225.0,At Risk
INV001345,157.0,At Risk
INV001346,205.0,At Risk
INV001347,265.0,At Risk
INV001348,121.0,At Risk
INV001349,87.0,At Risk
INV001350,287.0,At Risk
INV001351,144.0,At Risk
INV001352,139.0,At Risk
INV001353,134.0,At Risk
INV001354,150.0,At Risk
INV001355,128.0,At Risk
INV001356,109.0,At Risk
INV001357,92.0,At Risk
INV001358,,Active
INV001359,143.0,At Risk
INV001360,,Active
INV001361,93.0,At Risk
INV001362,37.0,At Risk
INV001363,125.0,At Risk
INV001364,126.0,At Risk
INV001365,105.0,At Risk
INV001366,98.0,At Risk
INV001367,222.0,At Risk
INV001368,42.0,At Risk
INV001369,131.0,At Risk
INV001370,164.0,At Risk
INV001371,120.0,At Risk
INV001372,199.0,At Risk
INV001373,154.0,At Risk
INV001374,101.0,At Risk
INV001375,176.0,At Risk
INV001376,181.0,At Risk
INV001377,113.0,At Risk
INV001378,128.0,At Risk
INV001379,74.0,At Risk
INV001380,105.0,At Risk
INV001381,,Active
INV001382,201.0,At Risk
INV001383,117.0,At Risk
INV001384,149.0,At Risk
INV001385,305.0,At Risk
INV001386,133.0,At Risk
INV001387,130.0,At Risk
INV001388,124.0,At Risk
INV001389,158.0,At Risk
INV001390,201.0,At Risk
INV001391,177.0,At Risk
INV001392,99.0,At Risk
INV001393,181.0,At Risk
INV001394,136.0,At Risk
INV001395,151.0,At Risk
INV001396,169.0,At Risk
INV001397,124.0,At Risk
INV001398,131.0,At Risk
INV001399,160.0,At Risk
INV001400,122.0,At Risk
INV001401,102.0,At Risk
INV001402,151.0,At Risk
INV001403,54.0,At Risk
INV001404,129.0,At Risk
INV001405,288.0,At Risk
INV001406,128.0,At Risk
INV001407,116.0,At Risk
INV001408,46.0,At Risk
INV001409,60.0,At Risk
INV001410,118.0,At Risk
INV001411,151.0,At Risk
INV001412,81.0,At Risk
INV001413,125.0,At Risk
INV001414,293.0,At Risk
INV001415,173.0,At Risk
INV001416,303.0,At Risk
INV001417,128.0,At Risk
INV001418,187.0,At Risk
INV001419,110.0,At Risk
INV001420,172.0,At Risk
INV001421,164.0,At Risk
INV001422,296.0,At Risk
INV001423,89.0,At Risk
INV001424,156.0,At Risk
INV001425,445.0,At Risk
INV001426,,Active
INV001427,,Active
INV001428,76.0,At Risk
INV001429,240.0,At Risk
INV001430,,Active
INV001431,98.0,At Risk
INV001432,109.0,At Risk
INV001433,307.0,At Risk
INV001434,178.0,At Risk
INV001435,36.0,At Risk
INV001436,234.0,At Risk
INV001437,203.0,At Risk
INV001438,,Active
INV001439,104.0,At Risk
INV001440,80.0,At Risk
INV001441,60.0,At Risk
INV001442,238.0,At Risk
INV001443,82.0,At Risk
INV001444,54.0,At Risk
INV001445,78.0,At Risk
INV001446,139.0,At Risk
INV001447,257.0,At Risk
INV001448,96.0,At Risk
INV001449,126.0,At Risk
INV001450,173.0,At Risk
INV001451,,Active
INV001452,140.0,At Risk
INV001453,157.0,At Risk
INV001454,176.0,At Risk
INV001455,133.0,At Risk
INV001456,84.0,At Risk
INV001457,99.0,At Risk
INV001458,101.0,At Risk
INV001459,232.0,At Risk
INV001460,95.0,At Risk
INV001461,43.0,At Risk
INV001462,209.0,At Risk
INV001463,192.0,At Risk
INV001464,,Active
INV001465,109.0,At Risk
INV001466,82.0,At Risk
INV001467,176.0,At Risk
INV001468,222.0,At Risk
INV001469,163.0,At Risk
INV001470,144.0,At Risk
INV001471,,Active
INV001472,139.0,At Risk
INV001473,257.0,At Risk
INV001474,202.0,At Risk
INV001475,131.0,At Risk
INV001476,309.0,At Risk
INV001477,88.0,At Risk
INV001478,200.0,At Risk
INV001479,110.0,At Risk
INV001480,157.0,At Risk
INV001481,115.0,At Risk
INV001482,212.0,At Risk
INV001483,179.0,At Risk
INV001484,179.0,At Risk
INV001485,150.0,At Risk
INV001486,62.0,At Risk
INV001487,112.0,At Risk
INV001488,139.0,At Risk
INV001489,162.0,At Risk
INV001490,,Active
INV001491,245.0,At Risk
INV001492,149.0,At Risk
INV001493,250.0,At Risk
INV001494,254.0,At Risk
INV001495,16.0,Active
INV001496,165.0,At Risk
INV001497,138.0,At Risk
INV001498,96.0,At Risk
INV001499,85.0,At Risk
INV001500,205.0,At Risk
INV001501,106.0,At Risk
INV001502,379.0,At Risk
INV001503,108.0,At Risk
INV001504,134.0,At Risk
INV001505,205.0,At Risk
INV001506,213.0,At Risk
INV001507,77.0,At Risk
INV001508,131.0,At Risk
INV001509,,Active
INV001510,105.0,At Risk
INV001511,47.0,At Risk
INV001512,122.0,At Risk
INV001513,95.0,At Risk
INV001514,72.0,At Risk
INV001515,135.0,At Risk
INV001516,169.0,At Risk
INV001517,83.0,At Risk
INV001518,106.0,At Risk
INV001519,79.0,At Risk
INV001520,284.0,At Risk
INV001521,207.0,At Risk
INV001522,194.0,At Risk
INV001523,,Active
INV001524,149.0,At Risk
INV001525,103.0,At Risk
INV001526,73.0,At Risk
INV001527,237.0,At Risk
INV001528,104.0,At Risk
INV001529,389.0,At Risk
INV001530,115.0,At Risk
INV001531,139.0,At Risk
INV001532,97.0,At Risk
INV001533,168.0,At Risk
INV001534,206.0,At Risk
INV001535,373.0,At Risk
INV001536,106.0,At Risk
INV001537,226.0,At Risk
INV001538,141.0,At Risk
INV001539,306.0,At Risk
INV001540,325.0,At Risk
INV001541,,Active
INV001542,119.0,At Risk
INV001543,98.0,At Risk
INV001544,95.0,At Risk
INV001545,198.0,At Risk
INV001546,351.0,At Risk
INV001547,119.0,At Risk
INV001548,197.0,At Risk
INV001549,80.0,At Risk
INV001550,110.0,At Risk
INV001551,138.0,At Risk
INV001552,45.0,At Risk
INV001553,77.0,At Risk
INV001554,5.0,Active
INV001555,136.0,At Risk
INV001556,128.0,At Risk
INV001557,350.0,At Risk
INV001558,114.0,At Risk
INV001559,,Active
INV001560,357.0,At Risk
INV001561,198.0,At Risk
INV001562,143.0,At Risk
INV001563,194.0,At Risk
INV001564,102.0,At Risk
INV001565,209.0,At Risk
INV001566,256.0,At Risk
INV001567,112.0,At Risk
INV001568,,Active
INV001569,313.0,At Risk
INV001570,185.0,At Risk
INV001571,107.0,At Risk
INV001572,,Active
INV001573,109.0,At Risk
INV001574,106.0,At Risk
INV001575,112.0,At Risk
INV001576,115.0,At Risk
INV001577,,Active
INV001578,144.0,At Risk
INV001579,115.0,At Risk
INV001580,122.0,At Risk
INV001581,197.0,At Risk
INV001582,,Active
INV001583,126.0,At Risk
INV001584,211.0,At Risk
INV001585,177.0,At Risk
INV001586,164.0,At Risk
INV001587,144.0,At Risk
INV001588,137.0,At Risk
INV001589,,Active
INV001590,185.0,At Risk
INV001591,107.0,At Risk
INV001592,50.0,At Risk
INV001593,214.0,At Risk
INV001594,198.0,At Risk
INV001595,116.0,At Risk
INV001596,183.0,At Risk
INV001597,105.0,At Risk
INV001598,110.0,At Risk
INV001599,133.0,At Risk
INV001600,196.0,At Risk
INV001601,179.0,At Risk
INV001602,115.0,At Risk
INV001603,93.0,At Risk
INV001604,72.0,At Risk
INV001605,114.0,At Risk
INV001606,119.0,At Risk
INV001607,453.0,At Risk
INV001608,106.0,At Risk
INV001609,143.0,At Risk
INV001610,,Active
INV001611,130.0,At Risk
INV001612,119.0,At Risk
INV001613,90.0,At Risk
INV001614,135.0,At Risk
INV001615,107.0,At Risk
INV001616,117.0,At Risk
INV001617,11.0,Active
INV001618,201.0,At Risk
INV001619,114.0,At Risk
INV001620,110.0,At Risk
INV001621,232.0,At Risk
INV001622,196.0,At Risk
INV001623,111.0,At Risk
INV001624,80.0,At Risk
INV001625,111.0,At Risk
INV001626,189.0,At Risk
INV001627,149.0,At Risk
INV001628,71.0,At Risk
INV001629,83.0,At Risk
INV001630,62.0,At Risk
INV001631,97.0,At Risk
INV001632,87.0,At Risk
INV001633,,Active
INV001634,49.0,At Risk
INV001635,105.0,At Risk
INV001636,114.0,At Risk
INV001637,129.0,At Risk
INV001638,151.0,At Risk
INV001639,135.0,At Risk
INV001640,90.0,At Risk
INV001641,142.0,At Risk
INV001642,168.0,At Risk
INV001643,108.0,At Risk
INV001644,89.0,At Risk
INV001645,116.0,At Risk
INV001646,250.0,At Risk
INV001647,,Active
INV001648,120.0,At Risk
INV001649,120.0,At Risk
INV001650,193.0,At Risk
INV001651,130.0,At Risk
INV001652,76.0,At Risk
INV001653,110.0,At Risk
INV001654,137.0,At Risk
INV001655,197.0,At Risk
INV001656,246.0,At Risk
INV001657,,Active
INV001658,131.0,At Risk
INV001659,41.0,At Risk
INV001660,192.0,At Risk
INV001661,153.0,At Risk
INV001662,154.0,At Risk
INV001663,123.0,At Risk
INV001664,349.0,At Risk
INV001665,125.0,At Risk
INV001666,125.0,At Risk
INV001667,,Active
INV001668,188.0,At Risk
INV001669,175.0,At Risk
INV001670,94.0,At Risk
INV001671,225.0,At Risk
INV001672,130.0,At Risk
INV001673,181.0,At Risk
INV001674,144.0,At Risk
INV001675,,Active
INV001676,205.0,At Risk
INV001677,263.0,At Risk
INV001678,100.0,At Risk
INV001679,241.0,At Risk
INV001680,161.0,At Risk
INV001681,330.0,At Risk
INV001682,,Active
INV001683,186.0,At Risk
INV001684,240.0,At Risk
INV001685,44.0,At Risk
INV001686,248.0,At Risk
INV001687,227.0,At Risk
INV001688,233.0,At Risk
INV001689,125.0,At Risk
INV001690,114.0,At Risk
INV001691,190.0,At Risk
INV001692,123.0,At Risk
INV001693,228.0,At Risk
INV001694,144.0,At Risk
INV001695,33.0,Active
INV001696,149.0,At Risk
INV001697,174.0,At Risk
INV001698,,Active
INV001699,126.0,At Risk
INV001700,,Active
INV001701,120.0,At Risk
INV001702,199.0,At Risk
INV001703,,Active
INV001704,,Active
INV001705,162.0,At Risk
INV001706,115.0,At Risk
INV001707,165.0,At Risk
INV001708,297.0,At Risk
INV001709,69.0,At Risk
INV001710,182.0,At Risk
INV001711,189.0,At Risk
INV001712,103.0,At Risk
INV001713,87.0,At Risk
INV001714,247.0,At Risk
INV001715,188.0,At Risk
INV001716,113.0,At Risk
INV001717,204.0,At Risk
INV001718,146.0,At Risk
INV001719,121.0,At Risk
INV001720,169.0,At Risk
INV001721,208.0,At Risk
INV001722,169.0,At Risk
INV001723,300.0,At Risk
INV001724,116.0,At Risk
INV001725,119.0,At Risk
INV001726,164.0,At Risk
INV001727,204.0,At Risk
INV001728,131.0,At Risk
INV001729,150.0,At Risk
INV001730,17.0,Active
INV001731,310.0,At Risk
INV001732,223.0,At Risk
INV001733,207.0,At Risk
INV001734,187.0,At Risk
INV001735,234.0,At Risk
INV001736,130.0,At Risk
INV001737,174.0,At Risk
INV001738,137.0,At Risk
INV001739,67.0,At Risk
INV001740,155.0,At Risk
INV001741,201.0,At Risk
INV001742,111.0,At Risk
INV001743,176.0,At Risk
INV001744,90.0,At Risk
INV001745,288.0,At Risk
INV001746,130.0,At Risk
INV001747,252.0,At Risk
INV001748,115.0,At Risk
INV001749,,Active
INV001750,286.0,At Risk
INV001751,70.0,At Risk
INV001752,91.0,At Risk
INV001753,128.0,At Risk
INV001754,282.0,At Risk
INV001755,206.0,At Risk
INV001756,,Active
INV001757,121.0,At Risk
INV001758,81.0,At Risk
INV001759,91.0,At Risk
INV001760,221.0,At Risk
INV001761,,Active
INV001762,108.0,At Risk
INV001763,114.0,At Risk
INV001764,122.0,At Risk
INV001765,164.0,At Risk
INV001766,166.0,At Risk
INV001767,,Active
INV001768,23.0,Active
INV001769,166.0,At Risk
INV001770,270.0,At Risk
INV001771,131.0,At Risk
INV001772,152.0,At Risk
INV001773,130.0,At Risk
INV001774,155.0,At Risk
INV001775,65.0,At Risk
INV001776,56.0,At Risk
INV001777,117.0,At Risk
INV001778,108.0,At Risk
INV001779,170.0,At Risk
INV001780,88.0,At Risk
INV001781,153.0,At Risk
INV001782,130.0,At Risk
INV001783,183.0,At Risk
INV001784,154.0,At Risk
INV001785,383.0,At Risk
INV001786,,Active
INV001787,158.0,At Risk
INV001788,93.0,At Risk
INV001789,80.0,At Risk
INV001790,169.0,At Risk
INV001791,204.0,At Risk
INV001792,126.0,At Risk
INV001793,409.0,At Risk
INV001794,113.0,At Risk
INV001795,172.0,At Risk
INV001796,182.0,At Risk
INV001797,132.0,At Risk
INV001798,118.0,At Risk
INV001799,140.0,At Risk
INV001800,94.0,At Risk
INV001801,128.0,At Risk
INV001802,98.0,At Risk
INV001803,82.0,At Risk
INV001804,90.0,At Risk
INV001805,139.0,At Risk
INV001806,123.0,At Risk
INV001807,164.0,At Risk
INV001808,306.0,At Risk
INV001809,129.0,At Risk
INV001810,99.0,At Risk
INV001811,196.0,At Risk
INV001812,,Active
INV001813,191.0,At Risk
INV001814,87.0,At Risk
INV001815,229.0,At Risk
INV001816,94.0,At Risk
INV001817,236.0,At Risk
INV001818,325.0,At Risk
INV001819,189.0,At Risk
INV001820,143.0,At Risk
INV001821,228.0,At Risk
INV001822,64.0,At Risk
INV001823,109.0,At Risk
INV001824,255.0,At Risk
INV001825,102.0,At Risk
INV001826,112.0,At Risk
INV001827,234.0,At Risk
INV001828,91.0,At Risk
INV001829,170.0,At Risk
INV001830,112.0,At Risk
INV001831,178.0,At Risk
INV001832,126.0,At Risk
INV001833,163.0,At Risk
INV001834,178.0,At Risk
INV001835,168.0,At Risk
INV001836,87.0,At Risk
INV001837,74.0,At Risk
INV001838,200.0,At Risk
INV001839,343.0,At Risk
INV001840,117.0,At Risk
INV001841,112.0,At Risk
INV001842,165.0,At Risk
INV001843,139.0,At Risk
INV001844,197.0,At Risk
INV001845,159.0,At Risk
INV001846,201.0,At Risk
INV001847,146.0,At Risk
INV001848,202.0,At Risk
INV001849,169.0,At Risk
INV001850,170.0,At Risk
INV001851,180.0,At Risk
INV001852,187.0,At Risk
INV001853,68.0,At Risk
INV001854,290.0,At Risk
INV001855,159.0,At Risk
INV001856,151.0,At Risk
INV001857,138.0,At Risk
INV001858,231.0,At Risk
INV001859,182.0,At Risk
INV001860,268.0,At Risk
INV001861,112.0,At Risk
INV001862,308.0,At Risk
INV001863,323.0,At Risk
INV001864,,Active
INV001865,145.0,At Risk
INV001866,88.0,At Risk
INV001867,279.0,At Risk
INV001868,181.0,At Risk
INV001869,229.0,At Risk
INV001870,164.0,At Risk
INV001871,104.0,At Risk
INV001872,246.0,At Risk
INV001873,83.0,At Risk
INV001874,166.0,At Risk
INV001875,286.0,At Risk
INV001876,129.0,At Risk
INV001877,123.0,At Risk
INV001878,281.0,At Risk
INV001879,112.0,At Risk
INV001880,99.0,At Risk
INV001881,140.0,At Risk
INV001882,156.0,At Risk
INV001883,203.0,At Risk
INV001884,,Active
INV001885,128.0,At Risk
INV001886,129.0,At Risk
INV001887,157.0,At Risk
INV001888,176.0,At Risk
INV001889,,Active
INV001890,207.0,At Risk
INV001891,225.0,At Risk
INV001892,207.0,At Risk
INV001893,132.0,At Risk
INV001894,62.0,At Risk
INV001895,102.0,At Risk
INV001896,145.0,At Risk
INV001897,101.0,At Risk
INV001898,,Active
INV001899,154.0,At Risk
INV001900,146.0,At Risk
INV001901,268.0,At Risk
INV001902,216.0,At Risk
INV001903,101.0,At Risk
INV001904,305.0,At Risk
INV001905,185.0,At Risk
INV001906,111.0,At Risk
INV001907,,Active
INV001908,141.0,At Risk
INV001909,106.0,At Risk
INV001910,206.0,At Risk
INV001911,44.0,At Risk
INV001912,123.0,At Risk
INV001913,156.0,At Risk
INV001914,89.0,At Risk
INV001915,228.0,At Risk
INV001916,118.0,At Risk
INV001917,106.0,At Risk
INV001918,185.0,At Risk
INV001919,132.0,At Risk
INV001920,66.0,At Risk
INV001921,107.0,At Risk
INV001922,231.0,At Risk
INV001923,89.0,At Risk
INV001924,132.0,At Risk
INV001925,,Active
INV001926,107.0,At Risk
INV001927,59.0,At Risk
INV001928,304.0,At Risk
INV001929,152.0,At Risk
INV001930,262.0,At Risk
INV001931,,Active
INV001932,249.0,At Risk
INV001933,139.0,At Risk
INV001934,303.0,At Risk
INV001935,,Active
INV001936,26.0,Active
INV001937,152.0,At Risk
INV001938,112.0,At Risk
INV001939,63.0,At Risk
INV001940,150.0,At Risk
INV001941,268.0,At Risk
INV001942,152.0,At Risk
INV001943,171.0,At Risk
INV001944,168.0,At Risk
INV001945,103.0,At Risk
INV001946,106.0,At Risk
INV001947,,Active
INV001948,250.0,At Risk
INV001949,115.0,At Risk
INV001950,99.0,At Risk
INV001951,98.0,At Risk
INV001952,284.0,At Risk
INV001953,409.0,At Risk
INV001954,187.0,At Risk
INV001955,103.0,At Risk
INV001956,160.0,At Risk
INV001957,41.0,At Risk
INV001958,253.0,At Risk
INV001959,107.0,At Risk
INV001960,185.0,At Risk
INV001961,222.0,At Risk
INV001962,177.0,At Risk
INV001963,374.0,At Risk
INV001964,,Active
INV001965,152.0,At Risk
INV001966,191.0,At Risk
INV001967,92.0,At Risk
INV001968,95.0,At Risk
INV001969,120.0,At Risk
INV001970,137.0,At Risk
INV001971,87.0,At Risk
INV001972,142.0,At Risk
INV001973,,Active
INV001974,86.0,At Risk
INV001975,159.0,At Risk
INV001976,112.0,At Risk
INV001977,184.0,At Risk
INV001978,112.0,At Risk
INV001979,134.0,At Risk
INV001980,389.0,At Risk
INV001981,200.0,At Risk
INV001982,161.0,At Risk
INV001983,203.0,At Risk
INV001984,,Active
INV001985,192.0,At Risk
INV001986,68.0,At Risk
INV001987,144.0,At Risk
INV001988,71.0,At Risk
INV001989,94.0,At Risk
INV001990,130.0,At Risk
INV001991,49.0,At Risk
INV001992,148.0,At Risk
INV001993,87.0,At Risk
INV001994,120.0,At Risk
INV001995,94.0,At Risk
INV001996,157.0,At Risk
INV001997,168.0,At Risk
INV001998,98.0,At Risk
INV001999,78.0,At Risk
INV002000,132.0,At Risk
INV002001,141.0,At Risk
INV002002,118.0,At Risk
INV002003,69.0,At Risk
INV002004,42.0,At Risk
INV002005,91.0,At Risk
INV002006,122.0,At Risk
INV002007,213.0,At Risk
INV002008,95.0,At Risk
INV002009,,Active
INV002010,112.0,At Risk
INV002011,129.0,At Risk
INV002012,144.0,At Risk
INV002013,100.0,At Risk
INV002014,101.0,At Risk
INV002015,209.0,At Risk
INV002016,142.0,At Risk
INV002017,99.0,At Risk
INV002018,104.0,At Risk
INV002019,117.0,At Risk
INV002020,200.0,At Risk
INV002021,72.0,At Risk
INV002022,89.0,At Risk
INV002023,123.0,At Risk
INV002024,37.0,At Risk
INV002025,92.0,At Risk
INV002026,161.0,At Risk
INV002027,235.0,At Risk
INV002028,222.0,At Risk
INV002029,75.0,At Risk
INV002030,251.0,At Risk
INV002031,,Active
INV002032,390.0,At Risk
INV002033,112.0,At Risk
INV002034,103.0,At Risk
INV002035,94.0,At Risk
INV002036,160.0,At Risk
INV002037,173.0,At Risk
INV002038,116.0,At Risk
INV002039,102.0,At Risk
INV002040,111.0,At Risk
INV002041,95.0,At Risk
INV002042,198.0,At Risk
INV002043,157.0,At Risk
INV002044,118.0,At Risk
INV002045,165.0,At Risk
INV002046,363.0,At Risk
INV002047,161.0,At Risk
INV002048,,Active
INV002049,174.0,At Risk
INV002050,151.0,At Risk
INV002051,153.0,At Risk
INV002052,82.0,At Risk
INV002053,21.0,Active
INV002054,127.0,At Risk
INV002055,239.0,At Risk
INV002056,205.0,At Risk
INV002057,62.0,At Risk
INV002058,143.0,At Risk
INV002059,268.0,At Risk
INV002060,197.0,At Risk
INV002061,205.0,At Risk
